month,date,hour,output
1,6,6,-0.0017440
1,6,7,-0.0017440
1,6,8,-0.0017440
1,6,9,0.0045280
1,6,10,0.0296560
1,6,11,0.0577200
1,6,12,0.0811360
1,6,13,0.0957760
1,6,14,0.7299040
1,6,15,0.6646560
1,6,16,0.5577120
1,6,17,0.3284400
1,6,18,0.0143440
1,6,19,-0.0017440
1,6,20,-0.0017440
1,6,21,-0.0017440
1,6,22,-0.0017440
1,6,23,-0.0017440
1,6,24,-0.0017440
1,7,1,-0.0017440
1,7,2,-0.0017440
1,7,3,-0.0017440
1,7,4,-0.0017440
1,7,5,-0.0017440
1,7,6,-0.0017440
1,7,7,-0.0017440
1,7,8,-0.0017440
1,7,9,0.1820400
1,7,10,0.5445040
1,7,11,0.7929760
1,7,12,0.9429600
1,7,13,1.0081600
1,7,14,0.9940800
1,7,15,0.9097600
1,7,16,0.7328880
1,7,17,0.4341680
1,7,18,0.0224000
1,7,19,-0.0017440
1,7,20,-0.0017440
1,7,21,-0.0017440
1,7,22,-0.0017440
1,7,23,-0.0017440
1,7,24,-0.0017440
1,8,1,-0.0017440
1,8,2,-0.0017440
1,8,3,-0.0017440
1,8,4,-0.0017440
1,8,5,-0.0017440
1,8,6,-0.0017440
1,8,7,-0.0017440
1,8,8,-0.0017440
1,8,9,0.2027280
1,8,10,0.6084960
1,8,11,0.5080160
1,8,12,0.2290800
1,8,13,0.0585600
1,8,14,0.3523520
1,8,15,0.6425200
1,8,16,0.6908400
1,8,17,0.1500800
1,8,18,0.0136080
1,8,19,-0.0017440
1,8,20,-0.0017440
1,8,21,-0.0017440
1,8,22,-0.0017440
1,8,23,-0.0017440
1,8,24,-0.0017440
1,9,1,-0.0017440
1,9,2,-0.0017440
1,9,3,-0.0017440
1,9,4,-0.0017440
1,9,5,-0.0017440
1,9,6,-0.0017440
1,9,7,-0.0017440
1,9,8,-0.0017440
1,9,9,0.0077760
1,9,10,0.3174720
1,9,11,0.7115040
1,9,12,0.6709440
1,9,13,0.3151680
1,9,14,0.2161680
1,9,15,0.3200160
1,9,16,0.1756320
1,9,17,0.2149520
1,9,18,-0.0017440
1,9,19,-0.0017440
1,9,20,-0.0017440
1,9,21,-0.0017440
1,9,22,-0.0017440
1,9,23,-0.0017440
1,9,24,-0.0017440
1,10,1,-0.0017440
1,10,2,-0.0017440
1,10,3,-0.0017440
1,10,4,-0.0017440
1,10,5,-0.0017440
1,10,6,-0.0017440
1,10,7,-0.0017440
1,10,8,-0.0017440
1,10,9,0.1501440
1,10,10,0.6141840
1,10,11,0.8932800
1,10,12,0.5756000
1,10,13,0.5635600
1,10,14,0.3306800
1,10,15,0.0503760
1,10,16,0.0380640
1,10,17,0.0210160
1,10,18,-0.0017440
1,10,19,-0.0017440
1,10,20,-0.0017440
1,10,21,-0.0017440
1,10,22,-0.0017440
1,10,23,-0.0017440
1,10,24,-0.0017440
1,11,1,-0.0017440
1,11,2,-0.0017440
1,11,3,-0.0017440
1,11,4,-0.0017440
1,11,5,-0.0017440
1,11,6,-0.0017440
1,11,7,-0.0017440
1,11,8,-0.0017440
1,11,9,0.1898000
1,11,10,0.5757280
1,11,11,0.8309600
1,11,12,0.9927200
1,11,13,1.0652800
1,11,14,1.0561600
1,11,15,0.9650400
1,11,16,0.7910000
1,11,17,0.5204320
1,11,18,0.1475360
1,11,19,-0.0017440
1,11,20,-0.0017440
1,11,21,-0.0017440
1,11,22,-0.0017440
1,11,23,-0.0017440
1,11,24,-0.0017440
1,12,1,-0.0017440
1,12,2,-0.0017440
1,12,3,-0.0017440
1,12,4,-0.0017440
1,12,5,-0.0017440
1,12,6,-0.0017440
1,12,7,-0.0017440
1,12,8,-0.0017440
1,12,9,0.1619600
1,12,10,0.5169200
1,12,11,0.7541040
1,12,12,0.9027200
1,12,13,0.9912000
1,12,14,0.9868800
1,12,15,0.8972000
1,12,16,0.7340000
1,12,17,0.4918800
1,12,18,0.1363920
1,12,19,-0.0017440
1,12,20,-0.0017440
1,12,21,-0.0017440
1,12,22,-0.0017440
1,12,23,-0.0017440
1,12,24,-0.0017440
1,13,1,-0.0017440
1,13,2,-0.0017440
1,13,3,-0.0017440
1,13,4,-0.0017440
1,13,5,-0.0017440
1,13,6,-0.0017440
1,13,7,-0.0017440
1,13,8,-0.0017440
1,13,9,0.1781520
1,13,10,0.5483200
1,13,11,0.7950000
1,13,12,0.9495200
1,13,13,1.0205600
1,13,14,1.0145600
1,13,15,0.9280000
1,13,16,0.7609200
1,13,17,0.5013280
1,13,18,0.1476400
1,13,19,-0.0017440
1,13,20,-0.0017440
1,13,21,-0.0017440
1,13,22,-0.0017440
1,13,23,-0.0017440
1,13,24,-0.0017440
1,14,1,-0.0017440
1,14,2,-0.0017440
1,14,3,-0.0017440
1,14,4,-0.0017440
1,14,5,-0.0017440
1,14,6,-0.0017440
1,14,7,-0.0017440
1,14,8,-0.0017440
1,14,9,0.1449440
1,14,10,0.4766880
1,14,11,0.6578000
1,14,12,0.8060800
1,14,13,0.7732960
1,14,14,0.7403680
1,14,15,0.6975600
1,14,16,0.6119760
1,14,17,0.3603200
1,14,18,0.0856400
1,14,19,-0.0017440
1,14,20,-0.0017440
1,14,21,-0.0017440
1,14,22,-0.0017440
1,14,23,-0.0017440
1,14,24,-0.0017440
1,15,1,-0.0017440
1,15,2,-0.0017440
1,15,3,-0.0017440
1,15,4,-0.0017440
1,15,5,-0.0017440
1,15,6,-0.0017440
1,15,7,-0.0017440
1,15,8,-0.0017440
1,15,9,0.1579040
1,15,10,0.5057280
1,15,11,0.6413360
1,15,12,0.7933520
1,15,13,0.8846400
1,15,14,0.7345520
1,15,15,0.7410960
1,15,16,0.6417360
1,15,17,0.4198240
1,15,18,0.1258640
1,15,19,-0.0017440
1,15,20,-0.0017440
1,15,21,-0.0017440
1,15,22,-0.0017440
1,15,23,-0.0017440
1,15,24,-0.0017440
1,16,1,-0.0017440
1,16,2,-0.0017440
1,16,3,-0.0017440
1,16,4,-0.0017440
1,16,5,-0.0017440
1,16,6,-0.0017440
1,16,7,-0.0017440
1,16,8,-0.0017440
1,16,9,0.2018160
1,16,10,0.5981280
1,16,11,0.8527200
1,16,12,1.0138400
1,16,13,1.0843200
1,16,14,1.0748000
1,16,15,0.9855200
1,16,16,0.8140000
1,16,17,0.5600800
1,16,18,0.1766720
1,16,19,-0.0017440
1,16,20,-0.0017440
1,16,21,-0.0017440
1,16,22,-0.0017440
1,16,23,-0.0017440
1,16,24,-0.0017440
1,17,1,-0.0017440
1,17,2,-0.0017440
1,17,3,-0.0017440
1,17,4,-0.0017440
1,17,5,-0.0017440
1,17,6,-0.0017440
1,17,7,-0.0017440
1,17,8,-0.0017440
1,17,9,0.1203680
1,17,10,0.2931280
1,17,11,0.4693280
1,17,12,0.7307360
1,17,13,0.6901840
1,17,14,0.6441280
1,17,15,0.7463280
1,17,16,0.6871840
1,17,17,0.4298880
1,17,18,0.1345760
1,17,19,-0.0017440
1,17,20,-0.0017440
1,17,21,-0.0017440
1,17,22,-0.0017440
1,17,23,-0.0017440
1,17,24,-0.0017440
1,18,1,-0.0017440
1,18,2,-0.0017440
1,18,3,-0.0017440
1,18,4,-0.0017440
1,18,5,-0.0017440
1,18,6,-0.0017440
1,18,7,-0.0017440
1,18,8,-0.0017440
1,18,9,0.2011920
1,18,10,0.5911200
1,18,11,0.8433600
1,18,12,1.0052800
1,18,13,1.0797600
1,18,14,1.0718400
1,18,15,0.9828800
1,18,16,0.8125600
1,18,17,0.5597680
1,18,18,0.1830640
1,18,19,-0.0017440
1,18,20,-0.0017440
1,18,21,-0.0017440
1,18,22,-0.0017440
1,18,23,-0.0017440
1,18,24,-0.0017440
1,19,1,-0.0017440
1,19,2,-0.0017440
1,19,3,-0.0017440
1,19,4,-0.0017440
1,19,5,-0.0017440
1,19,6,-0.0017440
1,19,7,-0.0017440
1,19,8,-0.0017440
1,19,9,0.1992320
1,19,10,0.5826640
1,19,11,0.8357600
1,19,12,0.9957600
1,19,13,1.0672800
1,19,14,1.0581600
1,19,15,0.9726400
1,19,16,0.8078400
1,19,17,0.5602160
1,19,18,0.1878720
1,19,19,-0.0017440
1,19,20,-0.0017440
1,19,21,-0.0017440
1,19,22,-0.0017440
1,19,23,-0.0017440
1,19,24,-0.0017440
1,20,1,-0.0017440
1,20,2,-0.0017440
1,20,3,-0.0017440
1,20,4,-0.0017440
1,20,5,-0.0017440
1,20,6,-0.0017440
1,20,7,-0.0017440
1,20,8,-0.0017440
1,20,9,0.1886880
1,20,10,0.5532640
1,20,11,0.7979440
1,20,12,0.9580800
1,20,13,1.0296000
1,20,14,1.0288800
1,20,15,0.9483200
1,20,16,0.7878800
1,20,17,0.5381280
1,20,18,0.1857040
1,20,19,-0.0017440
1,20,20,-0.0017440
1,20,21,-0.0017440
1,20,22,-0.0017440
1,20,23,-0.0017440
1,20,24,-0.0017440
1,21,1,-0.0017440
1,21,2,-0.0017440
1,21,3,-0.0017440
1,21,4,-0.0017440
1,21,5,-0.0017440
1,21,6,-0.0017440
1,21,7,-0.0017440
1,21,8,-0.0017440
1,21,9,0.1823600
1,21,10,0.5375280
1,21,11,0.7796240
1,21,12,0.9293600
1,21,13,1.0016800
1,21,14,0.9931200
1,21,15,0.9100000
1,21,16,0.7472160
1,21,17,0.5099280
1,21,18,0.1741200
1,21,19,-0.0017440
1,21,20,-0.0017440
1,21,21,-0.0017440
1,21,22,-0.0017440
1,21,23,-0.0017440
1,21,24,-0.0017440
1,22,1,-0.0017440
1,22,2,-0.0017440
1,22,3,-0.0017440
1,22,4,-0.0017440
1,22,5,-0.0017440
1,22,6,-0.0017440
1,22,7,-0.0017440
1,22,8,-0.0017440
1,22,9,0.0494720
1,22,10,0.0518720
1,22,11,0.0949360
1,22,12,0.6387440
1,22,13,0.2698640
1,22,14,0.5097200
1,22,15,0.3754480
1,22,16,0.3912240
1,22,17,0.1055840
1,22,18,0.0315760
1,22,19,-0.0017440
1,22,20,-0.0017440
1,22,21,-0.0017440
1,22,22,-0.0017440
1,22,23,-0.0017440
1,22,24,-0.0017440
1,23,1,-0.0017440
1,23,2,-0.0017440
1,23,3,-0.0017440
1,23,4,-0.0017440
1,23,5,-0.0017440
1,23,6,-0.0017440
1,23,7,-0.0017440
1,23,8,-0.0017440
1,23,9,0.2137520
1,23,10,0.5970320
1,23,11,0.8481600
1,23,12,1.0072000
1,23,13,1.0798400
1,23,14,1.0714400
1,23,15,0.9896000
1,23,16,0.8256800
1,23,17,0.5785200
1,23,18,0.2122160
1,23,19,-0.0017440
1,23,20,-0.0017440
1,23,21,-0.0017440
1,23,22,-0.0017440
1,23,23,-0.0017440
1,23,24,-0.0017440
1,24,1,-0.0017440
1,24,2,-0.0017440
1,24,3,-0.0017440
1,24,4,-0.0017440
1,24,5,-0.0017440
1,24,6,-0.0017440
1,24,7,-0.0017440
1,24,8,-0.0017440
1,24,9,0.1860240
1,24,10,0.4323520
1,24,11,0.7813600
1,24,12,0.9260000
1,24,13,1.1620000
1,24,14,1.0936000
1,24,15,1.1104800
1,24,16,0.8772000
1,24,17,0.6515280
1,24,18,0.2432800
1,24,19,-0.0017440
1,24,20,-0.0017440
1,24,21,-0.0017440
1,24,22,-0.0017440
1,24,23,-0.0017440
1,24,24,-0.0017440
1,25,1,-0.0017440
1,25,2,-0.0017440
1,25,3,-0.0017440
1,25,4,-0.0017440
1,25,5,-0.0017440
1,25,6,-0.0017440
1,25,7,-0.0017440
1,25,8,-0.0017440
1,25,9,0.2257680
1,25,10,0.6221280
1,25,11,0.8925600
1,25,12,1.0622400
1,25,13,1.1286400
1,25,14,1.1204000
1,25,15,1.0340000
1,25,16,0.8690400
1,25,17,0.6067600
1,25,18,0.2318960
1,25,19,-0.0017440
1,25,20,-0.0017440
1,25,21,-0.0017440
1,25,22,-0.0017440
1,25,23,-0.0017440
1,25,24,-0.0017440
1,26,1,-0.0017440
1,26,2,-0.0017440
1,26,3,-0.0017440
1,26,4,-0.0017440
1,26,5,-0.0017440
1,26,6,-0.0017440
1,26,7,-0.0017440
1,26,8,-0.0017440
1,26,9,0.2146160
1,26,10,0.5888480
1,26,11,0.8417600
1,26,12,1.0014400
1,26,13,1.0729600
1,26,14,1.0677600
1,26,15,0.9820800
1,26,16,0.8191200
1,26,17,0.5774640
1,26,18,0.2230080
1,26,19,-0.0017440
1,26,20,-0.0017440
1,26,21,-0.0017440
1,26,22,-0.0017440
1,26,23,-0.0017440
1,26,24,-0.0017440
1,27,1,-0.0017440
1,27,2,-0.0017440
1,27,3,-0.0017440
1,27,4,-0.0017440
1,27,5,-0.0017440
1,27,6,-0.0017440
1,27,7,-0.0017440
1,27,8,-0.0017440
1,27,9,0.0257120
1,27,10,0.1780480
1,27,11,0.1716560
1,27,12,0.0860000
1,27,13,0.2463040
1,27,14,0.4543760
1,27,15,0.7625280
1,27,16,0.8763200
1,27,17,0.5999600
1,27,18,0.2401200
1,27,19,-0.0017440
1,27,20,-0.0017440
1,27,21,-0.0017440
1,27,22,-0.0017440
1,27,23,-0.0017440
1,27,24,-0.0017440
1,28,1,-0.0017440
1,28,2,-0.0017440
1,28,3,-0.0017440
1,28,4,-0.0017440
1,28,5,-0.0017440
1,28,6,-0.0017440
1,28,7,-0.0017440
1,28,8,-0.0017440
1,28,9,0.1698640
1,28,10,0.4716640
1,28,11,0.6837760
1,28,12,0.8272000
1,28,13,0.8988800
1,28,14,0.8988800
1,28,15,0.8244000
1,28,16,0.6789840
1,28,17,0.4745840
1,28,18,0.1861440
1,28,19,-0.0017440
1,28,20,-0.0017440
1,28,21,-0.0017440
1,28,22,-0.0017440
1,28,23,-0.0017440
1,28,24,-0.0017440
1,29,1,-0.0017440
1,29,2,-0.0017440
1,29,3,-0.0017440
1,29,4,-0.0017440
1,29,5,-0.0017440
1,29,6,-0.0017440
1,29,7,-0.0017440
1,29,8,-0.0017440
1,29,9,0.1976960
1,29,10,0.5381280
1,29,11,0.7717120
1,29,12,0.9296800
1,29,13,1.0014400
1,29,14,0.9975200
1,29,15,0.9221600
1,29,16,0.7582960
1,29,17,0.5299280
1,29,18,0.2092720
1,29,19,-0.0017440
1,29,20,-0.0017440
1,29,21,-0.0017440
1,29,22,-0.0017440
1,29,23,-0.0017440
1,29,24,-0.0017440
1,30,1,-0.0017440
1,30,2,-0.0017440
1,30,3,-0.0017440
1,30,4,-0.0017440
1,30,5,-0.0017440
1,30,6,-0.0017440
1,30,7,-0.0017440
1,30,8,-0.0017440
1,30,9,0.0118560
1,30,10,0.0237680
1,30,11,0.0963760
1,30,12,0.2206080
1,30,13,0.1110640
1,30,14,0.7228960
1,30,15,0.4815600
1,30,16,0.4566160
1,30,17,0.1899200
1,30,18,0.0794480
1,30,19,-0.0017440
1,30,20,-0.0017440
1,30,21,-0.0017440
1,30,22,-0.0017440
1,30,23,-0.0017440
1,30,24,-0.0017440
1,31,1,-0.0017440
1,31,2,-0.0017440
1,31,3,-0.0017440
1,31,4,-0.0017440
1,31,5,-0.0017440
1,31,6,-0.0017440
1,31,7,-0.0017440
1,31,8,-0.0017440
1,31,9,0.0908080
1,31,10,0.2564400
1,31,11,0.3521200
1,31,12,0.4398720
1,31,13,0.4786160
1,31,14,0.5160080
1,31,15,0.4318640
1,31,16,0.3544400
1,31,17,0.2405920
1,31,18,0.1041280
1,31,19,-0.0017440
1,31,20,-0.0017440
1,31,21,-0.0017440
1,31,22,-0.0017440
1,31,23,-0.0017440
1,31,24,-0.0017440
2,1,1,-0.0017440
2,1,2,-0.0017440
2,1,3,-0.0017440
2,1,4,-0.0017440
2,1,5,-0.0017440
2,1,6,-0.0017440
2,1,7,-0.0017440
2,1,8,-0.0017440
2,1,9,0.0948560
2,1,10,0.4338240
2,1,11,0.4091280
2,1,12,1.0728000
2,1,13,0.7395920
2,1,14,0.1591200
2,1,15,0.0958880
2,1,16,0.2355760
2,1,17,0.1713760
2,1,18,0.2595840
2,1,19,-0.0017440
2,1,20,-0.0017440
2,1,21,-0.0017440
2,1,22,-0.0017440
2,1,23,-0.0017440
2,1,24,-0.0017440
2,2,1,-0.0017440
2,2,2,-0.0017440
2,2,3,-0.0017440
2,2,4,-0.0017440
2,2,5,-0.0017440
2,2,6,-0.0017440
2,2,7,-0.0017440
2,2,8,-0.0017440
2,2,9,0.2284240
2,2,10,0.3002000
2,2,11,0.6379520
2,2,12,0.8405600
2,2,13,1.0012000
2,2,14,0.7087920
2,2,15,0.3352160
2,2,16,0.1901680
2,2,17,0.1361120
2,2,18,0.0107760
2,2,19,-0.0017440
2,2,20,-0.0017440
2,2,21,-0.0017440
2,2,22,-0.0017440
2,2,23,-0.0017440
2,2,24,-0.0017440
2,3,1,-0.0017440
2,3,2,-0.0017440
2,3,3,-0.0017440
2,3,4,-0.0017440
2,3,5,-0.0017440
2,3,6,-0.0017440
2,3,7,-0.0017440
2,3,8,-0.0017440
2,3,9,0.0933120
2,3,10,0.2616320
2,3,11,0.4412800
2,3,12,0.4998960
2,3,13,0.5510640
2,3,14,0.5959040
2,3,15,0.5579680
2,3,16,0.4469680
2,3,17,0.3358160
2,3,18,0.1234800
2,3,19,-0.0017440
2,3,20,-0.0017440
2,3,21,-0.0017440
2,3,22,-0.0017440
2,3,23,-0.0017440
2,3,24,-0.0017440
2,4,1,-0.0017440
2,4,2,-0.0017440
2,4,3,-0.0017440
2,4,4,-0.0017440
2,4,5,-0.0017440
2,4,6,-0.0017440
2,4,7,-0.0017440
2,4,8,-0.0017440
2,4,9,0.2014480
2,4,10,0.5215840
2,4,11,0.7675760
2,4,12,0.9060800
2,4,13,0.9874400
2,4,14,1.0044000
2,4,15,0.9396800
2,4,16,0.7614800
2,4,17,0.5258000
2,4,18,0.2240160
2,4,19,-0.0017440
2,4,20,-0.0017440
2,4,21,-0.0017440
2,4,22,-0.0017440
2,4,23,-0.0017440
2,4,24,-0.0017440
2,5,1,-0.0017440
2,5,2,-0.0017440
2,5,3,-0.0017440
2,5,4,-0.0017440
2,5,5,-0.0017440
2,5,6,-0.0017440
2,5,7,-0.0017440
2,5,8,-0.0017440
2,5,9,0.2333760
2,5,10,0.5709520
2,5,11,0.8144800
2,5,12,0.9707200
2,5,13,1.0464000
2,5,14,1.0460000
2,5,15,0.9685600
2,5,16,0.8168000
2,5,17,0.5819520
2,5,18,0.2699440
2,5,19,-0.0017440
2,5,20,-0.0017440
2,5,21,-0.0017440
2,5,22,-0.0017440
2,5,23,-0.0017440
2,5,24,-0.0017440
2,6,1,-0.0017440
2,6,2,-0.0017440
2,6,3,-0.0017440
2,6,4,-0.0017440
2,6,5,-0.0017440
2,6,6,-0.0017440
2,6,7,-0.0017440
2,6,8,-0.0017440
2,6,9,0.2060960
2,6,10,0.5072880
2,6,11,0.7197920
2,6,12,0.8778400
2,6,13,0.9733600
2,6,14,0.9779200
2,6,15,0.9007200
2,6,16,0.7609760
2,6,17,0.5468320
2,6,18,0.2606080
2,6,19,-0.0017440
2,6,20,-0.0017440
2,6,21,-0.0017440
2,6,22,-0.0017440
2,6,23,-0.0017440
2,6,24,-0.0017440
2,7,1,-0.0017440
2,7,2,-0.0017440
2,7,3,-0.0017440
2,7,4,-0.0017440
2,7,5,-0.0017440
2,7,6,-0.0017440
2,7,7,-0.0017440
2,7,8,-0.0017440
2,7,9,0.0104880
2,7,10,0.0291440
2,7,11,0.0484480
2,7,12,0.0674400
2,7,13,0.0709200
2,7,14,0.6670000
2,7,15,0.5705840
2,7,16,0.4568560
2,7,17,0.3005600
2,7,18,0.1417360
2,7,19,-0.0017440
2,7,20,-0.0017440
2,7,21,-0.0017440
2,7,22,-0.0017440
2,7,23,-0.0017440
2,7,24,-0.0017440
2,8,1,-0.0017440
2,8,2,-0.0017440
2,8,3,-0.0017440
2,8,4,-0.0017440
2,8,5,-0.0017440
2,8,6,-0.0017440
2,8,7,-0.0017440
2,8,8,-0.0017440
2,8,9,0.2309760
2,8,10,0.5346960
2,8,11,0.7727600
2,8,12,0.9152000
2,8,13,0.9999200
2,8,14,0.9986400
2,8,15,0.9444800
2,8,16,0.7759760
2,8,17,0.5350720
2,8,18,0.2359360
2,8,19,-0.0017440
2,8,20,-0.0017440
2,8,21,-0.0017440
2,8,22,-0.0017440
2,8,23,-0.0017440
2,8,24,-0.0017440
2,9,1,-0.0017440
2,9,2,-0.0017440
2,9,3,-0.0017440
2,9,4,-0.0017440
2,9,5,-0.0017440
2,9,6,-0.0017440
2,9,7,-0.0017440
2,9,8,-0.0017440
2,9,9,0.1603680
2,9,10,0.4174160
2,9,11,0.6794640
2,9,12,0.7974720
2,9,13,0.8584800
2,9,14,0.8415200
2,9,15,0.7801680
2,9,16,0.6210320
2,9,17,0.5046320
2,9,18,0.2658640
2,9,19,-0.0017440
2,9,20,-0.0017440
2,9,21,-0.0017440
2,9,22,-0.0017440
2,9,23,-0.0017440
2,9,24,-0.0017440
2,10,1,-0.0017440
2,10,2,-0.0017440
2,10,3,-0.0017440
2,10,4,-0.0017440
2,10,5,-0.0017440
2,10,6,-0.0017440
2,10,7,-0.0017440
2,10,8,-0.0017440
2,10,9,0.2717520
2,10,10,0.6126720
2,10,11,0.8792000
2,10,12,1.0500000
2,10,13,1.1293600
2,10,14,1.1289600
2,10,15,1.0487200
2,10,16,0.8821600
2,10,17,0.6331600
2,10,18,0.3165200
2,10,19,-0.0017440
2,10,20,-0.0017440
2,10,21,-0.0017440
2,10,22,-0.0017440
2,10,23,-0.0017440
2,10,24,-0.0017440
2,11,1,-0.0017440
2,11,2,-0.0017440
2,11,3,-0.0017440
2,11,4,-0.0017440
2,11,5,-0.0017440
2,11,6,-0.0017440
2,11,7,-0.0017440
2,11,8,-0.0017440
2,11,9,0.2688160
2,11,10,0.4901040
2,11,11,0.5838640
2,11,12,1.1143200
2,11,13,1.1098400
2,11,14,0.7418000
2,11,15,0.4801840
2,11,16,0.3362720
2,11,17,0.1671040
2,11,18,0.0170160
2,11,19,-0.0017440
2,11,20,-0.0017440
2,11,21,-0.0017440
2,11,22,-0.0017440
2,11,23,-0.0017440
2,11,24,-0.0017440
2,12,1,-0.0017440
2,12,2,-0.0017440
2,12,3,-0.0017440
2,12,4,-0.0017440
2,12,5,-0.0017440
2,12,6,-0.0017440
2,12,7,-0.0017440
2,12,8,-0.0017440
2,12,9,0.1384720
2,12,10,0.3002480
2,12,11,0.4821520
2,12,12,0.6209040
2,12,13,0.6876160
2,12,14,0.6799600
2,12,15,0.6250240
2,12,16,0.4572880
2,12,17,0.3324240
2,12,18,0.1994960
2,12,19,-0.0017440
2,12,20,-0.0017440
2,12,21,-0.0017440
2,12,22,-0.0017440
2,12,23,-0.0017440
2,12,24,-0.0017440
2,13,1,-0.0017440
2,13,2,-0.0017440
2,13,3,-0.0017440
2,13,4,-0.0017440
2,13,5,-0.0017440
2,13,6,-0.0017440
2,13,7,-0.0017440
2,13,8,-0.0017440
2,13,9,0.0476080
2,13,10,0.2704400
2,13,11,0.4909760
2,13,12,0.5789200
2,13,13,0.5790240
2,13,14,0.6141200
2,13,15,0.6537440
2,13,16,0.3824720
2,13,17,0.1439280
2,13,18,0.0143920
2,13,19,-0.0017440
2,13,20,-0.0017440
2,13,21,-0.0017440
2,13,22,-0.0017440
2,13,23,-0.0017440
2,13,24,-0.0017440
2,14,1,-0.0017440
2,14,2,-0.0017440
2,14,3,-0.0017440
2,14,4,-0.0017440
2,14,5,-0.0017440
2,14,6,-0.0017440
2,14,7,-0.0017440
2,14,8,-0.0017440
2,14,9,0.2840880
2,14,10,0.6003120
2,14,11,0.8464800
2,14,12,1.0164800
2,14,13,1.1019200
2,14,14,1.1054400
2,14,15,1.0240800
2,14,16,0.8663200
2,14,17,0.6231520
2,14,18,0.3205840
2,14,19,-0.0017440
2,14,20,-0.0017440
2,14,21,-0.0017440
2,14,22,-0.0017440
2,14,23,-0.0017440
2,14,24,-0.0017440
2,15,1,-0.0017440
2,15,2,-0.0017440
2,15,3,-0.0017440
2,15,4,-0.0017440
2,15,5,-0.0017440
2,15,6,-0.0017440
2,15,7,-0.0017440
2,15,8,-0.0017440
2,15,9,0.2759760
2,15,10,0.5824480
2,15,11,0.8006400
2,15,12,0.9567200
2,15,13,1.0318400
2,15,14,1.0267200
2,15,15,0.9677600
2,15,16,0.8127200
2,15,17,0.5929280
2,15,18,0.3097600
2,15,19,-0.0017440
2,15,20,-0.0017440
2,15,21,-0.0017440
2,15,22,-0.0017440
2,15,23,-0.0017440
2,15,24,-0.0017440
2,16,1,-0.0017440
2,16,2,-0.0017440
2,16,3,-0.0017440
2,16,4,-0.0017440
2,16,5,-0.0017440
2,16,6,-0.0017440
2,16,7,-0.0017440
2,16,8,-0.0017440
2,16,9,0.1594960
2,16,10,0.3258800
2,16,11,0.4074080
2,16,12,0.5710800
2,16,13,0.7014960
2,16,14,0.8148000
2,16,15,0.7563360
2,16,16,0.6788480
2,16,17,0.5376320
2,16,18,0.3121200
2,16,19,-0.0017440
2,16,20,-0.0017440
2,16,21,-0.0017440
2,16,22,-0.0017440
2,16,23,-0.0017440
2,16,24,-0.0017440
2,17,1,-0.0017440
2,17,2,-0.0017440
2,17,3,-0.0017440
2,17,4,-0.0017440
2,17,5,-0.0017440
2,17,6,-0.0017440
2,17,7,-0.0017440
2,17,8,-0.0017440
2,17,9,0.3455360
2,17,10,0.7015840
2,17,11,0.9678400
2,17,12,1.1335200
2,17,13,1.1620000
2,17,14,1.1620000
2,17,15,1.1184000
2,17,16,0.9457600
2,17,17,0.6880880
2,17,18,0.3572240
2,17,19,-0.0017440
2,17,20,-0.0017440
2,17,21,-0.0017440
2,17,22,-0.0017440
2,17,23,-0.0017440
2,17,24,-0.0017440
2,18,1,-0.0017440
2,18,2,-0.0017440
2,18,3,-0.0017440
2,18,4,-0.0017440
2,18,5,-0.0017440
2,18,6,-0.0017440
2,18,7,-0.0017440
2,18,8,-0.0017440
2,18,9,0.3218240
2,18,10,0.6499760
2,18,11,0.9021600
2,18,12,1.0652800
2,18,13,1.1406400
2,18,14,1.1403200
2,18,15,1.0593600
2,18,16,0.8967200
2,18,17,0.6556720
2,18,18,0.3485760
2,18,19,-0.0017440
2,18,20,-0.0017440
2,18,21,-0.0017440
2,18,22,-0.0017440
2,18,23,-0.0017440
2,18,24,-0.0017440
2,19,1,-0.0017440
2,19,2,-0.0017440
2,19,3,-0.0017440
2,19,4,-0.0017440
2,19,5,-0.0017440
2,19,6,-0.0017440
2,19,7,-0.0017440
2,19,8,-0.0017440
2,19,9,0.2527760
2,19,10,0.4765520
2,19,11,0.7381520
2,19,12,0.8970400
2,19,13,0.9075200
2,19,14,0.9254400
2,19,15,0.7923840
2,19,16,0.5961360
2,19,17,0.4731920
2,19,18,0.2706000
2,19,19,-0.0017440
2,19,20,-0.0017440
2,19,21,-0.0017440
2,19,22,-0.0017440
2,19,23,-0.0017440
2,19,24,-0.0017440
2,20,1,-0.0017440
2,20,2,-0.0017440
2,20,3,-0.0017440
2,20,4,-0.0017440
2,20,5,-0.0017440
2,20,6,-0.0017440
2,20,7,-0.0017440
2,20,8,-0.0017440
2,20,9,0.3397280
2,20,10,0.6755840
2,20,11,0.9219200
2,20,12,1.0800000
2,20,13,1.1516800
2,20,14,1.1520000
2,20,15,1.0760800
2,20,16,0.9220000
2,20,17,0.6888560
2,20,18,0.3715200
2,20,19,0.0034720
2,20,20,-0.0017440
2,20,21,-0.0017440
2,20,22,-0.0017440
2,20,23,-0.0017440
2,20,24,-0.0017440
2,21,1,-0.0017440
2,21,2,-0.0017440
2,21,3,-0.0017440
2,21,4,-0.0017440
2,21,5,-0.0017440
2,21,6,-0.0017440
2,21,7,-0.0017440
2,21,8,-0.0017440
2,21,9,0.2969280
2,21,10,0.6078160
2,21,11,0.8550400
2,21,12,1.0147200
